iter	Logloss
263	0.001557555521
264	0.001553414632
265	0.001548564835
266	0.001548586153
267	0.001548570676
268	0.001547072715
269	0.001543939652
270	0.00153810414
271	0.001533559956
272	0.001533508478
273	0.001532567812
274	0.001527170503
275	0.001522303968
276	0.001520777006
277	0.001520757055
278	0.001520797289
279	0.001520755565
280	0.001517959967
281	0.001511753637
282	0.001506324287
283	0.001501978901
284	0.001495990253
285	0.001495891971
286	0.00149591214
287	0.001490000489
288	0.001484722198
289	0.001478815797
290	0.001473221008
291	0.001468148179
292	0.001463697914
293	0.001463729082
294	0.001459622765
295	0.001455444999
296	0.00145354287
297	0.001451516537
298	0.001451519702
299	0.001451371611
300	0.001451406343
301	0.001451437635
302	0.001451386399
303	0.001451396255
304	0.001451351197
305	0.001451340256
306	0.001451309878
307	0.001447938245
308	0.001444432914
309	0.001442450308
310	0.001438843253
311	0.001438875919
312	0.001438705026
313	0.001437499298
314	0.001434223348
315	0.001429998632
316	0.001426215602
317	0.001422742006
318	0.001418175164
319	0.001414215143
320	0.001411868302
321	0.001407254511
322	0.001406609151
323	0.001406539574
324	0.001405490989
325	0.001405447272
326	0.001402614739
327	0.001402612097
328	0.001401063644
329	0.001400922656
330	0.001400795877
331	0.001400955429
332	0.001399549669
333	0.001395250218
334	0.001395282425
335	0.001392547772
336	0.001392659837
337	0.001392596903
338	0.001392643096
339	0.001388117177
340	0.001383916852
341	0.001383922569
342	0.001383882792
343	0.00138387717
344	0.001381940776
345	0.001380822208
346	0.001379040451
347	0.001375951329
348	0.001375990989
349	0.001375940325
350	0.00137594216
351	0.001376006341
352	0.001375949714
353	0.001375862254
354	0.001375866607
355	0.001375886896
356	0.001375922661
357	0.00137586695
358	0.001375889758
359	0.001375909586
360	0.001375880244
361	0.001375831867
362	0.001375813528
363	0.001375797894
364	0.001375774966
365	0.001375892227
366	0.001375897161
367	0.001375767981
368	0.001375816119
369	0.001375824604
370	0.001375791245
371	0.001375717196
372	0.001375707796
373	0.001375768315
374	0.001375828835
375	0.001375675932
376	0.001375728422
377	0.001375719365
378	0.00137579387
379	0.001375704225
380	0.001375733229
381	0.001375746183
382	0.001375766926
383	0.001375674883
384	0.001375701579
385	0.001375619048
386	0.001375702034
387	0.001375717058
388	0.001375689783
389	0.001375677743
390	0.001375660775
391	0.001375617102
392	0.001375657214
393	0.001375606397
394	0.00137563173
395	0.001375523293
396	0.001375553553
397	0.001375643417
398	0.001375636427
399	0.001375577167
400	0.001375608797
401	0.00137558082
402	0.001375595603
403	0.001375571643
404	0.001375557655
405	0.001375548019
406	0.001375529107
407	0.001375481606
408	0.001375495137
409	0.001375421666
410	0.00137551749
411	0.00137539415
412	0.001375476326
413	0.001375511509
414	0.00137542703
415	0.001375439863
416	0.001375445252
417	0.001375383246
418	0.001375423823
419	0.001375409139
420	0.001375423917
421	0.001375351239
422	0.001375435719
423	0.001375376572
424	0.001375461506
425	0.001375406828
426	0.001375368545
427	0.001374192216
428	0.001374192216
429	0.001374192216
430	0.001374192216
431	0.001374192216
432	0.001374192216
433	0.001374192216
434	0.001374192216
435	0.001374192216
436	0.001374192216
437	0.001374192216
438	0.001374192216
439	0.001374192216
440	0.001374192216
441	0.001374192216
442	0.001374192216
443	0.001374192216
444	0.001374192216
445	0.001374192216
446	0.001374192216
447	0.001374192216
448	0.001374192216
449	0.001374192216
450	0.001374192216
451	0.001374192216
452	0.001374192216
453	0.001374192216
454	0.001374192216
455	0.001374192216
456	0.001374192216
457	0.001374192216
458	0.001374192216
459	0.001374192216
460	0.001374192216
461	0.001374192216
462	0.001374192216
463	0.001374192216
464	0.001374192216
465	0.001374192216
466	0.001374192216
467	0.001374192216
468	0.001374192216
469	0.001374192216
470	0.001374192216
471	0.001374192216
472	0.001374192216
473	0.001374192216
474	0.001374192216
475	0.001374192216
476	0.001374192216
477	0.001374192216
478	0.001374192216
479	0.001374192216
480	0.001374192216
481	0.001374192216
482	0.001374192216
483	0.001374192216
484	0.001374192216
485	0.001374192216
486	0.001374192216
487	0.001374192216
488	0.001374192216
489	0.001374192216
490	0.001374192216
491	0.001374192216
492	0.001374192216
493	0.001374192216
494	0.001374192216
495	0.001374192216
496	0.001374192216
497	0.001374192216
498	0.001374192216
499	0.001374192216
